stationID,Longitude,Latitude,Year,Month,Dekad,Rainfall
9637045,37.63,-6.95,1990,1,1,56
9637045,37.63,-6.95,1991,1,1,25.5
9637045,37.63,-6.95,1992,1,1,36.5
9637045,37.63,-6.95,1993,1,1,-9999
9637045,37.63,-6.95,1994,1,1,31
9637045,37.63,-6.95,1995,1,1,69.5
9637045,37.63,-6.95,1996,1,1,37.3
9637045,37.63,-6.95,1997,1,1,0
9637045,37.63,-6.95,1998,1,1,145.5
9637045,37.63,-6.95,1999,1,1,0
9637045,37.63,-6.95,2000,1,1,18.1
9637045,37.63,-6.95,2001,1,1,49.2
9637045,37.63,-6.95,2002,1,1,0
9637045,37.63,-6.95,2003,1,1,57.8
9637045,37.63,-6.95,2004,1,1,127.7
9637045,37.63,-6.95,2005,1,1,0
9637045,37.63,-6.95,2006,1,1,0
9637045,37.63,-6.95,2007,1,1,105
9637045,37.63,-6.95,2008,1,1,30
9637045,37.63,-6.95,2009,1,1,0
9637045,37.63,-6.95,2010,1,1,27.5
9637045,37.63,-6.95,2011,1,1,49.5
9637045,37.63,-6.95,2012,1,1,7
9637045,37.63,-6.95,2013,1,1,0
9637045,37.63,-6.95,2014,1,1,0
9637045,37.63,-6.95,2015,1,1,70.2
9637045,37.63,-6.95,2016,1,1,154.1
9637045,37.63,-6.95,2017,1,1,81.3
9637045,37.63,-6.95,2018,1,1,231.5
9637045,37.63,-6.95,2019,1,1,5
9737024,37.6881873,-7.0727211,1981,1,1,120.9
9737024,37.6881873,-7.0727211,1982,1,1,53.2
9737024,37.6881873,-7.0727211,1983,1,1,76.4
9737024,37.6881873,-7.0727211,1984,1,1,38.4
9737024,37.6881873,-7.0727211,1985,1,1,267.4
9737024,37.6881873,-7.0727211,1986,1,1,89.3
9737024,37.6881873,-7.0727211,1987,1,1,227.6
9737024,37.6881873,-7.0727211,1988,1,1,45.8
9737024,37.6881873,-7.0727211,1989,1,1,210.1
9737024,37.6881873,-7.0727211,1990,1,1,55.3
9737024,37.6881873,-7.0727211,1991,1,1,67.1
9737024,37.6881873,-7.0727211,1992,1,1,-9999
9737024,37.6881873,-7.0727211,1993,1,1,-9999
9737024,37.6881873,-7.0727211,1994,1,1,-9999
9737024,37.6881873,-7.0727211,1995,1,1,-9999
9737024,37.6881873,-7.0727211,1996,1,1,-9999
9737024,37.6881873,-7.0727211,1997,1,1,-9999
9737024,37.6881873,-7.0727211,1998,1,1,-9999
9737024,37.6881873,-7.0727211,1999,1,1,-9999
9737024,37.6881873,-7.0727211,2000,1,1,-9999
9737024,37.6881873,-7.0727211,2001,1,1,-9999
9737024,37.6881873,-7.0727211,2002,1,1,-9999
9737024,37.6881873,-7.0727211,2003,1,1,-9999
9737024,37.6881873,-7.0727211,2004,1,1,-9999
9737024,37.6881873,-7.0727211,2005,1,1,-9999
9737024,37.6881873,-7.0727211,2006,1,1,-9999
9737024,37.6881873,-7.0727211,2007,1,1,-9999
9737024,37.6881873,-7.0727211,2008,1,1,-9999
9737024,37.6881873,-7.0727211,2009,1,1,-9999
9737024,37.6881873,-7.0727211,2010,1,1,-9999
9737024,37.6881873,-7.0727211,2011,1,1,97
9737024,37.6881873,-7.0727211,2012,1,1,5
9737024,37.6881873,-7.0727211,2013,1,1,65.1
9737024,37.6881873,-7.0727211,2014,1,1,0
9737024,37.6881873,-7.0727211,2015,1,1,19.7
9737024,37.6881873,-7.0727211,2016,1,1,310.2
9737024,37.6881873,-7.0727211,2017,1,1,112.3
9737024,37.6881873,-7.0727211,2018,1,1,67
9737024,37.6881873,-7.0727211,2019,1,1,133.8
9637056,37.46294,-6.39649,1981,1,1,89
9637056,37.46294,-6.39649,1982,1,1,51.5
9637056,37.46294,-6.39649,1983,1,1,53
9637056,37.46294,-6.39649,1984,1,1,76
9637056,37.46294,-6.39649,1985,1,1,117.5
9637056,37.46294,-6.39649,1986,1,1,42
9637056,37.46294,-6.39649,1987,1,1,260.5
9637056,37.46294,-6.39649,1988,1,1,27.5
9637056,37.46294,-6.39649,1989,1,1,115
9637056,37.46294,-6.39649,1990,1,1,205
9637056,37.46294,-6.39649,1991,1,1,21.5
9637056,37.46294,-6.39649,1992,1,1,0
9637056,37.46294,-6.39649,1993,1,1,0.5
9637056,37.46294,-6.39649,1994,1,1,76
9637056,37.46294,-6.39649,1995,1,1,83
9637056,37.46294,-6.39649,1996,1,1,27
9637056,37.46294,-6.39649,1997,1,1,0
9637056,37.46294,-6.39649,1998,1,1,93.5
9637056,37.46294,-6.39649,1999,1,1,0
9637056,37.46294,-6.39649,2000,1,1,1
9637056,37.46294,-6.39649,2001,1,1,32
9637056,37.46294,-6.39649,2002,1,1,0
9637056,37.46294,-6.39649,2003,1,1,92.5
9637056,37.46294,-6.39649,2004,1,1,53.5
9637056,37.46294,-6.39649,2005,1,1,12.5
9637056,37.46294,-6.39649,2006,1,1,0
9637056,37.46294,-6.39649,2007,1,1,37.5
9637056,37.46294,-6.39649,2008,1,1,0
9637056,37.46294,-6.39649,2009,1,1,30.8
9637056,37.46294,-6.39649,2010,1,1,83.3
9637056,37.46294,-6.39649,2011,1,1,14.5
9637056,37.46294,-6.39649,2012,1,1,14.5
9637056,37.46294,-6.39649,2013,1,1,39.5
9637056,37.46294,-6.39649,2014,1,1,14.8
9637056,37.46294,-6.39649,2015,1,1,32.2
9637056,37.46294,-6.39649,2016,1,1,18
9637056,37.46294,-6.39649,2017,1,1,13
9637056,37.46294,-6.39649,2018,1,1,111.4
9637056,37.46294,-6.39649,2019,1,1,5.2
9637756,37.8,-7.02,1981,1,1,72
9637756,37.8,-7.02,1982,1,1,1.1
9637756,37.8,-7.02,1983,1,1,-9999
9637756,37.8,-7.02,1984,1,1,-9999
9637756,37.8,-7.02,1985,1,1,-9999
9637756,37.8,-7.02,1986,1,1,-9999
9637756,37.8,-7.02,1987,1,1,299.2
9637756,37.8,-7.02,1988,1,1,4.8
9637756,37.8,-7.02,1989,1,1,133.8
9637756,37.8,-7.02,1990,1,1,21.2
9637756,37.8,-7.02,1991,1,1,139.1
9637756,37.8,-7.02,1992,1,1,23.8
9637756,37.8,-7.02,1993,1,1,-9999
9637756,37.8,-7.02,1994,1,1,103.2
9637756,37.8,-7.02,1995,1,1,9.6
9637756,37.8,-7.02,1996,1,1,80
9637756,37.8,-7.02,1997,1,1,15.2
9637756,37.8,-7.02,1998,1,1,-9999
9637756,37.8,-7.02,1999,1,1,7.3
9637756,37.8,-7.02,2000,1,1,11.1
9637756,37.8,-7.02,2001,1,1,78
9637756,37.8,-7.02,2002,1,1,52
9637756,37.8,-7.02,2003,1,1,118.3
9637756,37.8,-7.02,2004,1,1,31
9637756,37.8,-7.02,2005,1,1,-9999
9637756,37.8,-7.02,2006,1,1,-9999
9637756,37.8,-7.02,2007,1,1,193.4
9637756,37.8,-7.02,2008,1,1,55
9637756,37.8,-7.02,2009,1,1,5
9637756,37.8,-7.02,2010,1,1,38
9637756,37.8,-7.02,2011,1,1,144
9637756,37.8,-7.02,2012,1,1,10
9637756,37.8,-7.02,2013,1,1,85.8
9637756,37.8,-7.02,2014,1,1,1
9637756,37.8,-7.02,2015,1,1,70.2
9637756,37.8,-7.02,2016,1,1,47
9637756,37.8,-7.02,2017,1,1,21.7
9637756,37.8,-7.02,2018,1,1,105.4
9637756,37.8,-7.02,2019,1,1,68.4
9633756,37.77,-7.08,1981,1,1,38.6
9633756,37.77,-7.08,1982,1,1,0
