Stations,0601830,0601753,0601812,0601822,9636150,9636255,9636048,9637051,9635012,9636356,9637046,9637746,9637045,9737024,9637056,9637756,9633756,9638356,9633456,0601834,0601852
1984061,-99,-99,-99,-99,4.8,5.2,-99,2.5,0,10.8,5.6,0,53,10.3,10.5,-99,14,-99,-99,-99,-99
1984062,-99,-99,-99,-99,0,0,-99,0,0,0,8.7,0,13.5,0.9,0.5,-99,0,-99,-99,-99,-99
1984063,-99,-99,-99,-99,10.5,11.9,-99,6,0,0.3,90.5,0,93.5,25.6,47,-99,20.1,-99,-99,-99,-99
1984071,-99,-99,-99,-99,2.5,0,-99,1.5,0,0,30.4,0,30,20.5,3.5,-99,24.9,-99,-99,-99,-99
1984072,-99,-99,-99,-99,5,11.9,-99,0.8,0,0,23.7,0,29,14.7,4,-99,34.2,-99,-99,-99,-99
1984073,-99,-99,-99,-99,0,0,-99,0,0,0,11.2,0,3,3.8,1,-99,17.4,-99,-99,-99,-99
1984081,-99,-99,-99,-99,0,0,-99,0,0,0,20.6,0,4,4.7,0,-99,17.9,-99,-99,-99,-99
1984082,-99,-99,-99,-99,0,0,-99,0,0,0,10.2,6.2,8,2.6,0.5,-99,34,-99,-99,-99,-99
1984083,-99,-99,-99,-99,0,0,-99,0,0,0,15.8,0,5,15.1,0,-99,61,-99,-99,-99,-99
1984091,-99,-99,-99,-99,3,0,-99,0,0,0,0.2,0,7,21.5,0,-99,12.5,-99,-99,-99,-99
1984092,-99,-99,-99,-99,13,8.5,-99,5.7,0,2.1,28.8,0,47,6.4,18,-99,20.8,-99,-99,-99,-99
1984093,-99,-99,-99,-99,0,0,-99,0,0,0,0,0,0,11.8,0,-99,23.7,-99,-99,-99,-99
1984101,-99,-99,-99,-99,23.7,16,-99,0,0,0,0.2,0,51.5,276,10.5,-99,33,-99,-99,-99,-99
1984102,-99,-99,-99,-99,12,0,-99,0,0,0,28.8,13.5,7,117.6,0,-99,36.6,-99,-99,-99,-99
1984103,-99,-99,-99,-99,109.9,85.9,-99,39.8,0,30.3,0,6.2,264,221.9,27.5,-99,56.1,-99,-99,-99,-99
1984111,-99,-99,-99,-99,213.2,82,-99,84.1,6,32.4,24.8,15.5,304.2,257.6,81,-99,56.6,-99,-99,-99,-99
1984112,-99,-99,-99,-99,134.7,48.5,-99,63.2,70.8,64.3,0,6.2,109,105.4,61.5,-99,38.7,-99,-99,-99,-99
1984113,-99,-99,-99,-99,0,0,-99,8,0,0,181.6,8.5,23,24.7,1.5,-99,7.1,-99,-99,-99,-99
1984121,-99,-99,-99,-99,25.3,37.5,-99,36.6,95.3,38.3,193.5,31.2,80,140.8,55,-99,101.4,-99,-99,-99,-99
1984122,-99,-99,-99,-99,67.9,19,-99,13,57.6,30.5,94.9,11.4,88.9,171.2,37.5,-99,54,-99,-99,-99,-99
1984123,-99,-99,-99,-99,116.7,72,-99,28.2,23.9,0,7.4,9.3,128,248.5,49,-99,97.8,-99,-99,-99,-99
1985011,-99,-99,-99,-99,160.6,119.5,-99,144.4,5.1,23,103.7,14.5,137,267.4,117.5,-99,63.8,-99,-99,-99,-99
1985012,-99,-99,-99,-99,47,0,-99,0,36,0.3,0,21,12,18.8,0.5,-99,0.3,-99,-99,-99,-99
1985013,-99,-99,-99,-99,0,0,-99,0,87.9,0,1.2,4.3,46,13,0,-99,0.5,-99,-99,-99,-99
1985021,-99,-99,-99,-99,91.6,77.5,-99,65.8,65.7,63.8,104.3,23.1,87,26.1,59,-99,23,-99,-99,-99,-99
1985022,-99,-99,-99,-99,122.5,54,-99,52.4,96.9,51.6,80.9,32.1,80,39.3,53.5,-99,31.5,-99,-99,-99,-99
1985023,-99,-99,-99,-99,26.8,10.5,-99,0,25.5,39.9,56.6,13.5,26,117.8,116.5,-99,109.8,-99,-99,-99,-99
1985031,-99,-99,-99,-99,51.3,0,-99,0,88.5,0,4.8,11.3,23.2,25.9,4,-99,0,-99,-99,-99,-99
1985032,-99,-99,-99,-99,0,12.5,-99,2,0,0.3,0,5.2,0,70.1,0,-99,20.7,-99,-99,-99,-99
1985033,-99,-99,-99,-99,148.8,86.5,-99,98.6,8.9,56.7,135.7,0,194.9,211.7,121,-99,117.5,-99,-99,-99,-99
1985041,-99,-99,-99,-99,147.7,110.5,-99,80.8,0,51.6,170.6,21.3,142,77.6,80.5,-99,59.1,-99,-99,-99,-99
1985042,-99,-99,-99,-99,89.3,137,-99,73.3,84,103.6,198.8,12.6,178,121.7,51,-99,58.2,-99,-99,-99,-99
1985043,-99,-99,-99,-99,156.9,126.5,-99,5,0,13.8,78.9,26.4,154,183.3,20,-99,108.4,-99,-99,-99,-99
1985051,-99,-99,-99,-99,176.7,169,-99,30.2,0,68.2,360.6,19.5,576,185.6,100,-99,62.9,-99,-99,-99,-99
1985052,-99,-99,-99,-99,31.5,38,-99,15,0,8,45.8,16.9,101.4,6.5,38.5,-99,5.4,-99,-99,-99,-99
1985053,-99,-99,-99,-99,0,0,-99,0,0,0,17.7,7.4,0,4,0,-99,28.5,-99,-99,-99,-99
1985061,-99,-99,-99,-99,0,0,-99,0,0,0,0,0,0,13,0,-99,0,-99,-99,-99,-99
1985062,-99,-99,-99,-99,0,0,-99,0,0,0,0,0,0,22.2,0,-99,6,-99,-99,-99,-99
1985063,-99,-99,-99,-99,17.9,0,-99,0,0,0,30.7,8.3,16,16.2,4.5,-99,36.9,-99,-99,-99,-99
1985071,-99,-99,-99,-99,125,22.3,-99,5.3,0,6,122.3,5.2,108,34.6,8,-99,43.8,-99,-99,-99,-99
1985072,-99,-99,-99,-99,29.5,0,-99,0,0,0,27.6,5.2,0,1.6,3,-99,8.3,-99,-99,-99,-99
1985073,-99,-99,-99,-99,0,0,-99,0,0,0,5.2,0,0,0,2.5,-99,0,-99,-99,-99,-99
1985081,-99,-99,-99,-99,0,0,-99,0,0,0,0,0,8,29.6,0,-99,28.3,-99,-99,-99,-99
1985082,-99,-99,-99,-99,0,17,-99,0,0,9.5,44.5,0,26,46.9,2,-99,4.8,-99,-99,-99,-99
1985083,-99,-99,-99,-99,0,0,-99,0,0,0,21,0,10.5,22.2,5.5,-99,63,-99,-99,-99,-99
1985091,-99,-99,-99,-99,15.9,6.5,-99,1,0,0,12.7,0,41,101.4,1.5,-99,45.6,-99,-99,-99,-99
1985092,-99,-99,-99,-99,12.3,0,-99,5.5,0,0,0,0,0,0,0,-99,0.5,-99,-99,-99,-99
1985093,-99,-99,-99,-99,14.4,0,-99,0,0,0,24.7,4.2,13.5,59.6,0,-99,10.7,-99,-99,-99,-99
1985101,-99,-99,-99,-99,8.2,10.6,-99,0,0,0.3,12.7,6.3,45,68.4,2.5,-99,24.6,-99,-99,-99,-99
1985102,-99,-99,-99,-99,0,0,-99,0,0,0,0,0,12,9.8,0,-99,32.6,-99,-99,-99,-99
1985103,-99,-99,-99,-99,8,0,-99,0,0,0.3,24.7,5.2,11,127.6,8,-99,11.9,-99,-99,-99,-99
1985111,-99,-99,-99,-99,31.5,23.3,-99,3,37.5,6.6,45.4,13.4,53,356.2,1.5,-99,81.6,-99,-99,-99,-99
1985112,-99,-99,-99,-99,73.9,28.3,-99,43.3,25.5,28.4,23.7,4.3,46,70.1,4.5,-99,51,-99,-99,-99,-99
1985113,-99,-99,-99,-99,67.7,42,-99,12.1,5,77,6.3,11.4,69.5,158.1,20,-99,87.6,-99,-99,-99,-99
1985121,-99,-99,-99,-99,81.6,40.3,-99,45,44,3.2,65.9,6.2,45.5,103.5,48.5,-99,98,-99,-99,-99,-99
1985122,-99,-99,-99,-99,71.4,81.7,-99,47.4,25.9,37.3,45.5,16.6,159,134.3,32.5,-99,148.8,-99,-99,-99,-99
1985123,-99,-99,-99,-99,21,23.3,-99,10.8,31.5,0,51,8.3,48,32.3,69,-99,5,-99,-99,-99,-99
1986011,-99,-99,-99,-99,31.3,44.6,-99,35,72,20.3,54.9,22.7,41,89.3,42,-99,14.6,-99,-99,-99,-99
1986012,-99,-99,-99,-99,133.4,44.1,-99,66.9,72.9,110.4,163.9,17.1,151,255.5,12.5,-99,135.5,-99,-99,-99,-99
1986013,-99,-99,-99,-99,114.2,57.1,-99,20.2,0,2,11,18.6,93,198,8,-99,28.1,-99,-99,-99,-99
1986021,-99,-99,-99,-99,40.4,0,-99,2.3,33.2,0,0.5,0,36,23.4,14.5,-99,28.3,-99,-99,-99,-99
1986022,-99,-99,-99,-99,29,48.6,-99,81.2,23.2,74.7,124.6,20.6,93,112.8,63.5,-99,32.8,-99,-99,-99,-99
1986023,-99,-99,-99,-99,12.8,0,-99,0,13.6,0,0,0,0,0,0,-99,0,-99,-99,-99,-99
1986031,-99,-99,-99,-99,53.7,26.4,-99,19.9,15,8.5,34.5,17.5,24,50,68,-99,20.4,-99,-99,-99,-99
1986032,-99,-99,-99,-99,77.3,45.4,-99,89.5,67.1,78,124.1,17.4,103.5,181,30,-99,123.7,-99,-99,-99,-99
1986033,-99,-99,-99,-99,66.2,109.3,-99,73.7,19.7,55.8,117.7,17.5,151.5,142.5,22,-99,193.5,-99,-99,-99,-99
1986041,-99,-99,-99,-99,127.4,142.9,-99,154.9,9.8,91.6,209.6,49.3,575.5,156.3,108,0,214.5,-99,-99,-99,-99
1986042,-99,-99,-99,-99,116.3,105.1,-99,42.6,0,30,165.4,25.7,341.5,92.5,13.5,47.1,92.1,-99,-99,-99,-99
1986043,-99,-99,-99,-99,57.5,26.3,-99,20.2,0,4.7,83.1,9.2,89.5,35.7,32.5,31.2,12.2,-99,-99,-99,-99
1986051,-99,-99,-99,-99,74.6,97.1,-99,24.7,17,48.9,89.4,10.3,42.5,20,42.5,16.2,29.4,-99,-99,-99,-99
1986052,-99,-99,-99,-99,108.4,54.7,-99,26.5,0,18.9,62.9,18.4,167,86.1,18,52.9,87.8,-99,-99,-99,-99
1986053,-99,-99,-99,-99,165.5,53.8,-99,49.2,8,57.7,217,38.5,531.5,66.6,81,105.7,95.4,-99,-99,-99,-99
1986061,-99,-99,-99,-99,20,30.7,-99,1.5,0,6.3,8.2,0,45,13.9,2.5,3.5,7.8,-99,-99,-99,-99
1986062,-99,-99,-99,-99,0,0,-99,0,0,0,18.5,0,0,0,0,2.4,3.5,-99,-99,-99,-99
