Station_ID,Longitude,Latitude,Year,Month,Rainfall
9637045,37.63,-6.95,2009,1,31.7
9637045,37.63,-6.95,2010,1,56.5
9637045,37.63,-6.95,2011,1,71.6
9637045,37.63,-6.95,2012,1,49
9637045,37.63,-6.95,2013,1,83.3
9637045,37.63,-6.95,2014,1,124.5
9637045,37.63,-6.95,2015,1,136.8
9637045,37.63,-6.95,2016,1,210.1
9637045,37.63,-6.95,2017,1,86.4
9637045,37.63,-6.95,2018,1,321.9
9637047,37.57,-6.98,1981,1,77.5
9637047,37.57,-6.98,1982,1,29
9637047,37.57,-6.98,1983,1,89.3
9637047,37.57,-6.98,1984,1,243.7
9637047,37.57,-6.98,1985,1,119.5
9637047,37.57,-6.98,1986,1,145.8
9637047,37.57,-6.98,1987,1,206.4
9637047,37.57,-6.98,1988,1,92.3
9637047,37.57,-6.98,1989,1,275.9
9637047,37.57,-6.98,1990,1,37.5
9637047,37.57,-6.98,1991,1,85.6
9637047,37.57,-6.98,1992,1,0
9637047,37.57,-6.98,1993,1,34.6
9637047,37.57,-6.98,1994,1,0
9637047,37.57,-6.98,1995,1,87.7
9637047,37.57,-6.98,1996,1,37.1
9637047,37.57,-6.98,1997,1,13.2
9637047,37.57,-6.98,1998,1,229.4
9637047,37.57,-6.98,1999,1,22.8
9637047,37.57,-6.98,2000,1,15.3
9637047,37.57,-6.98,2001,1,163.7
9637047,37.57,-6.98,2002,1,77
9637047,37.57,-6.98,2003,1,84.3
9637047,37.57,-6.98,2004,1,97.7
9637047,37.57,-6.98,2005,1,32.9
9637047,37.57,-6.98,2006,1,15.3
9637047,37.57,-6.98,2007,1,98.1
9637047,37.57,-6.98,2008,1,12.1
9637047,37.57,-6.98,2009,1,0
9637047,37.57,-6.98,2010,1,66.8
9637047,37.57,-6.98,2011,1,306.9
9637047,37.57,-6.98,2012,1,182.3
9637047,37.57,-6.98,2013,1,-9999
9637047,37.57,-6.98,2014,1,-9999
9637047,37.57,-6.98,2015,1,31.7
9637047,37.57,-6.98,2016,1,180.9
9637047,37.57,-6.98,2017,1,58
9637047,37.57,-6.98,2018,1,114.1
9637048,37.63,-6.92,1981,1,74.6
9637048,37.63,-6.92,1982,1,24
9637048,37.63,-6.92,1983,1,59.2
9637048,37.63,-6.92,1984,1,96
9637048,37.63,-6.92,1985,1,39.8
9637048,37.63,-6.92,1986,1,65.5
9637048,37.63,-6.92,1987,1,38.3
9637048,37.63,-6.92,1988,1,19.3
9637048,37.63,-6.92,1989,1,79.7
9637048,37.63,-6.92,1990,1,5.1
9637048,37.63,-6.92,1991,1,34.5
9637048,37.63,-6.92,1992,1,8.2
9637048,37.63,-6.92,1993,1,45.6
9637048,37.63,-6.92,1994,1,23.3
9637048,37.63,-6.92,1995,1,24.4
9637048,37.63,-6.92,1996,1,13.9
9637048,37.63,-6.92,1997,1,17.1
9637048,37.63,-6.92,1998,1,208.6
9637048,37.63,-6.92,1999,1,93
9637048,37.63,-6.92,2000,1,46
9637048,37.63,-6.92,2001,1,168
9637048,37.63,-6.92,2002,1,84
9637048,37.63,-6.92,2003,1,32
9637048,37.63,-6.92,2004,1,253
9637048,37.63,-6.92,2005,1,45
9637048,37.63,-6.92,2006,1,85
9637048,37.63,-6.92,2007,1,20
9637048,37.63,-6.92,2008,1,83
9637048,37.63,-6.92,2009,1,52
9637048,37.63,-6.92,2010,1,84
9637048,37.63,-6.92,2011,1,48
9637048,37.63,-6.92,2012,1,39
9637048,37.63,-6.92,2013,1,93
9637048,37.63,-6.92,2014,1,114
9637048,37.63,-6.92,2015,1,76
9637048,37.63,-6.92,2016,1,116
9637048,37.63,-6.92,2017,1,11
9637048,37.63,-6.92,2018,1,14
9637052,37.6604,-6.18755,1981,1,26.8
9637052,37.6604,-6.18755,1982,1,15.1
9637052,37.6604,-6.18755,1983,1,60.3
9637052,37.6604,-6.18755,1984,1,160.8
9637052,37.6604,-6.18755,1985,1,23.3
9637052,37.6604,-6.18755,1986,1,132.7
9637052,37.6604,-6.18755,1987,1,38.5
9637052,37.6604,-6.18755,1988,1,100
9637052,37.6604,-6.18755,1989,1,194.6
9637052,37.6604,-6.18755,1990,1,83
9637052,37.6604,-6.18755,1991,1,0
9637052,37.6604,-6.18755,1992,1,0.3
9637052,37.6604,-6.18755,1994,1,54.4
9637052,37.6604,-6.18755,1995,1,68.9
9637052,37.6604,-6.18755,1996,1,95.1
9637052,37.6604,-6.18755,1997,1,22.3
9637052,37.6604,-6.18755,1998,1,161.2
9637052,37.6604,-6.18755,1999,1,52.6
9637052,37.6604,-6.18755,2000,1,36.6
9637052,37.6604,-6.18755,2001,1,102.7
9637052,37.6604,-6.18755,2002,1,111.2
9637052,37.6604,-6.18755,2003,1,133.5
9637052,37.6604,-6.18755,2004,1,142
9637052,37.6604,-6.18755,2005,1,82.8
9637052,37.6604,-6.18755,2006,1,12.2
9637052,37.6604,-6.18755,2007,1,92.8
9637052,37.6604,-6.18755,2008,1,16.6
9637052,37.6604,-6.18755,2009,1,30.3
9637052,37.6604,-6.18755,2010,1,88.6
9637052,37.6604,-6.18755,2011,1,55.7
9637052,37.6604,-6.18755,2012,1,71.7
9637052,37.6604,-6.18755,2013,1,125.3
9637052,37.6604,-6.18755,2014,1,29.3
9637052,37.6604,-6.18755,2015,1,147.8
9637052,37.6604,-6.18755,2016,1,138.7
9637052,37.6604,-6.18755,2017,1,23.5
9637052,37.6604,-6.18755,2018,1,175
9637043,37.65,-6.133333,1981,1,102.5
9637043,37.65,-6.133333,1982,1,55.5
9637043,37.65,-6.133333,1983,1,72.2
9637043,37.65,-6.133333,1984,1,258
9637043,37.65,-6.133333,1985,1,118
9637043,37.65,-6.133333,1986,1,62.5
9637043,37.65,-6.133333,1987,1,387
9637043,37.65,-6.133333,1988,1,171.5
9637043,37.65,-6.133333,1989,1,195
9637043,37.65,-6.133333,1990,1,216
9637043,37.65,-6.133333,1991,1,171.5
9637043,37.65,-6.133333,1992,1,0
9637043,37.65,-6.133333,1993,1,31.5
9637043,37.65,-6.133333,1994,1,227.5
9637043,37.65,-6.133333,1995,1,208.5
9637043,37.65,-6.133333,1996,1,143.5
9637043,37.65,-6.133333,1997,1,37
9637043,37.65,-6.133333,1998,1,281.5
9637043,37.65,-6.133333,1999,1,204
9637043,37.65,-6.133333,2000,1,72
9637043,37.65,-6.133333,2001,1,210
9637043,37.65,-6.133333,2002,1,193.5
9637043,37.65,-6.133333,2003,1,155
